Run_ID,Response
A101D_SKIN,0
A2058_SKIN,1
A375_SKIN,0
A549_LUNG,0
C32_SKIN,0
CALU3_LUNG,0
CALU6_LUNG,0
CJM_SKIN,0
COLO792_SKIN,1
COLO800_SKIN,0
COLO829_SKIN,0
CORL105_LUNG,0
DV90_LUNG,0
EKVX_LUNG,0
G361_SKIN,1
HCC1195_LUNG,0
HCC1833_LUNG,1
HCC2108_LUNG,0
HCC2279_LUNG,0
HCC366_LUNG,0
HCC4006_LUNG,0
HCC44_LUNG,1
HCC78_LUNG,0
HCC827_LUNG,0
HMCB_SKIN,0
HOP62_LUNG,1
HS294T_SKIN,1
HS688AT_FIBROBLAST,0
HS839T_FIBROBLAST,0
HS852T_SKIN,0
HS895T_FIBROBLAST,0
HS934T_FIBROBLAST,1
HS936T_SKIN,0
HS940T_FIBROBLAST,1
HS944T_SKIN,0
HT144_SKIN,0
IGR1_SKIN,0
IGR37_SKIN,0
IGR39_SKIN,0
IPC298_SKIN,0
K029AX_SKIN,0
LOXIMVI_SKIN,0
LXF289_LUNG,0
MALME3M_SKIN,1
MDAMB435S_SKIN,0
MELHO_SKIN,1
MELJUSO_SKIN,0
MEWO_SKIN,0
MORCPR_LUNG,0
PC14_LUNG,0
RERFLCAD1_LUNG,0
RERFLCAD2_LUNG,0
RERFLCMS_LUNG,0
RPMI7951_SKIN,0
RVH421_SKIN,1
SH4_SKIN,1
SKLU1_LUNG,0
SKMEL1_SKIN,0
SKMEL24_SKIN,1
SKMEL28_SKIN,0
SKMEL3_SKIN,1
SKMEL30_SKIN,0
SKMEL31_SKIN,0
SKMEL5_SKIN,1
UACC257_SKIN,1
UACC62_SKIN,0
WM115_SKIN,0
WM1799_SKIN,0
WM2664_SKIN,0
WM793_SKIN,0
WM88_SKIN,0
WM983B_SKIN,0
NCIH1395_LUNG,0
NCIH1666_LUNG,1
NCIH1755_LUNG,1
NCIH1975_LUNG,1
NCIH2087_LUNG,1
NCIH2122_LUNG,0
NCIH23_LUNG,0
NCIH358_LUNG,0
NCIH441_LUNG,0
NCIH322_LUNG,0
NCIH522_LUNG,0
NCIH647_LUNG,0
NCIH650_LUNG,0
NCIH838_LUNG,0
NCIH1355_LUNG,1
NCIH1373_LUNG,0
NCIH1435_LUNG,1
NCIH1563_LUNG,1
NCIH1568_LUNG,1
NCIH1573_LUNG,0
NCIH1623_LUNG,0
NCIH1650_LUNG,0
NCIH1651_LUNG,0
NCIH1693_LUNG,1
NCIH1734_LUNG,1
NCIH1792_LUNG,0
NCIH1793_LUNG,0
NCIH1838_LUNG,0
NCIH1944_LUNG,0
NCIH2009_LUNG,0
NCIH2023_LUNG,0
NCIH2030_LUNG,0
NCIH2085_LUNG,0
NCIH2126_LUNG,0
NCIH2228_LUNG,1
NCIH2291_LUNG,0
NCIH2342_LUNG,0
NCIH2405_LUNG,1
